"house_id","neighbourhood","min","max","days_until_rent","avg_review","n_reviews","building","conservation","size","price","location","dislike_location","unpreserved_property","bigger_in_photos","different_from_the_listing"
892773581,Vila Mariana,2018-06-01,2018-06-01,0,5.0,1,1,1,1,0,0,0,0,0,0
892773585,Perdizes,2018-01-05,2018-01-30,25,2.3333333333333335,6,0,0,0,0,0,1,5,5,4
892773624,Vila Olímpia,2018-05-17,2018-06-19,33,3.3333333333333335,3,1,0,0,0,1,1,1,0,0
892774261,Jardim Petrópolis,2018-02-19,2018-03-24,33,4.666666666666667,3,1,2,1,1,1,0,0,0,0
892774813,Cerqueira César,2018-03-14,2018-03-14,0,,0,0,0,0,0,0,0,0,0,0
892774859,Vila Ipojuca,2018-05-03,2018-07-23,81,5.0,4,2,4,4,2,4,0,0,0,0
892774981,Pinheiros,2018-06-28,2018-06-30,2,4.0,1,0,0,0,0,0,0,0,0,0
892775001,Bela Vista,2018-03-21,2018-04-14,24,4.5,2,1,1,1,0,1,0,1,0,0
892775332,Pinheiros,2018-08-10,2018-08-10,0,4.0,1,0,0,0,0,0,0,1,0,0
892775414,Chacara Santo Antonio (zona Sul),2018-04-23,2018-04-23,0,5.0,1,0,0,1,0,0,0,0,0,0
892775540,Cambuí,2018-01-08,2018-01-25,17,4.25,4,0,0,0,2,1,0,1,2,0
892775642,Pinheiros,2018-06-13,2018-06-22,9,3.5,2,0,0,0,0,1,0,0,1,0
892775976,Pinheiros,2018-01-12,2018-01-12,0,5.0,1,1,1,1,0,1,0,0,0,0
892776013,Brooklin Novo,2018-05-15,2018-08-18,95,4.0,3,1,1,1,1,1,0,1,0,0
892776090,Santo Amaro,2018-06-07,2018-06-22,15,3.6666666666666665,3,0,0,0,0,0,0,0,2,0
892776260,Vila Mariana,2018-02-02,2018-02-02,0,3.0,1,0,0,0,0,0,0,1,0,0
892776277,Vila Uberabinha,2018-05-19,2018-07-27,69,2.8,5,0,0,0,0,0,1,3,1,1
892776439,Centro,2018-01-12,2018-02-19,38,5.0,2,1,1,2,1,1,0,0,0,0
892776485,Indianópolis,2018-07-11,2018-08-31,51,4.25,8,2,3,2,0,3,1,2,1,0
892776564,Centro,2018-06-13,2018-06-13,0,,0,0,0,0,0,0,0,0,0,0
892776635,Cidade Monções,2018-02-10,2018-04-10,59,5.0,3,2,2,1,0,2,0,0,0,0
892776678,Vila Buarque,2018-02-16,2018-04-25,68,2.6666666666666665,3,0,0,0,0,0,0,2,1,0
892776751,Consolação,2018-01-30,2018-05-22,112,4.666666666666667,3,1,1,0,0,2,0,0,0,0
892776909,Jardim Paulista,2018-03-24,2018-04-14,21,4.0,1,0,0,0,0,0,0,0,0,0
892776964,Vila Madalena,2018-08-16,2018-08-28,12,4.0,2,0,0,1,0,0,1,1,1,0
892776972,Liberdade,2018-04-02,2018-04-02,0,5.0,1,1,1,0,1,0,0,0,0,0
892777024,Consolação,2018-01-18,2018-01-18,0,5.0,1,1,1,1,0,1,0,0,0,0
892777056,Indianópolis,2018-08-29,2018-08-29,0,3.0,1,0,0,0,0,0,0,1,0,0
892777082,Consolação,2018-05-12,2018-06-28,47,4.0,2,0,0,0,0,0,1,0,1,0
892777118,Cidade Monções,2018-07-13,2018-07-31,18,4.0,2,0,0,0,1,1,0,0,0,0
892777125,Vila Mariana,2018-03-01,2018-04-23,53,4.0,4,0,1,1,1,0,1,0,0,0
892777226,Centro,2018-02-02,2018-02-19,17,2.5,2,0,0,0,0,0,1,0,1,0
892777269,Perdizes,2018-05-24,2018-08-10,78,5.0,1,0,1,1,0,0,0,0,0,0
892777293,Vila Buarque,2018-05-22,2018-07-05,44,3.6666666666666665,3,0,0,0,0,0,0,2,1,0
892777495,Bela Vista,2018-07-23,2018-07-23,0,5.0,1,0,0,0,0,1,0,0,0,0
892777568,Centro,2018-04-23,2018-08-27,126,4.5,2,0,0,1,0,0,0,0,0,0
892777573,Indianópolis,2018-03-22,2018-03-22,0,5.0,2,0,0,1,1,2,0,0,0,0
892777624,Saúde,2018-07-21,2018-07-27,6,4.5,2,1,1,0,1,1,0,0,1,0
892777752,Indianópolis,2018-02-07,2018-02-07,0,5.0,1,0,0,0,0,1,0,0,0,0
892777764,Sumaré,2018-01-20,2018-01-20,0,3.0,1,0,0,0,0,0,0,1,0,0
892777769,Santa Cecília,2018-03-09,2018-03-09,0,,0,0,0,0,0,0,0,0,0,0
892777813,Vila Mariana,2018-07-21,2018-07-21,0,4.0,1,0,0,0,0,0,0,1,0,0
892778046,Bela Vista,2018-01-03,2018-01-03,0,3.0,1,0,0,0,0,0,0,1,1,0
892778057,Santa Cecília,2018-08-27,2018-08-27,0,5.0,1,1,0,0,0,1,0,0,0,0
892778254,Jardim Paulista,2018-04-14,2018-04-14,0,5.0,1,0,0,0,1,0,0,0,0,0
892778516,Pinheiros,2018-03-14,2018-04-14,31,4.5,4,1,1,2,1,2,0,1,0,0
892778594,Vila Mariana,2018-07-28,2018-08-10,13,3.3333333333333335,3,0,0,0,0,0,1,2,2,0
892778622,Perdizes,2018-03-29,2018-06-13,76,5.0,1,1,1,0,0,1,0,0,0,0
892778755,Campo Belo,2018-05-07,2018-05-07,0,,0,0,0,0,0,0,0,0,0,0
892779269,�gua Branca,2018-05-19,2018-07-21,63,4.666666666666667,3,0,2,2,2,2,0,1,0,0
892779660,Perdizes,2018-06-01,2018-06-13,12,3.6666666666666665,3,0,0,0,0,0,0,1,0,0
892779723,Brooklin Paulista,2018-06-30,2018-07-12,12,4.5,2,1,1,1,1,1,0,0,0,0
892779764,Vila Buarque,2018-01-08,2018-01-08,0,,0,0,0,0,0,0,0,0,0,0
892779874,Vila Clementino,2018-06-19,2018-07-27,38,4.25,4,0,1,0,0,1,0,2,1,0
892779885,Cambuí,2018-03-09,2018-04-30,52,4.5,2,0,0,0,0,1,0,1,0,0
892779888,Vila Progresso,2018-07-12,2018-07-12,0,4.0,1,0,0,0,0,0,0,1,0,0
892779953,Botafogo,2018-02-28,2018-03-07,7,3.6666666666666665,3,1,1,1,1,1,0,2,2,1
892779967,Vila Mariana,2018-08-16,2018-08-16,0,,0,0,0,0,0,0,0,0,0,0
892780047,Higienópolis,2018-08-18,2018-08-25,7,4.4,5,1,2,2,3,3,1,1,0,0
892780061,Indianópolis,2018-05-17,2018-06-28,42,5.0,1,0,0,1,1,1,0,0,0,0
892780170,Vila Mascote,2018-04-06,2018-04-06,0,5.0,1,0,0,1,1,1,0,0,0,0
892780221,Jardim Paulista,2018-05-10,2018-06-25,46,4.0,2,0,0,0,0,0,0,2,2,0
892780507,Brooklin Paulista,2018-05-03,2018-05-03,0,5.0,1,0,0,0,1,1,0,0,0,0
892780609,Bela Vista,2018-03-02,2018-03-05,3,3.0,1,0,0,0,0,0,0,0,1,0
892780721,Brooklin Paulista,2018-07-11,2018-07-11,0,,0,0,0,0,0,0,0,0,0,0
892780955,Saúde,2018-07-13,2018-08-25,43,3.75,4,0,0,0,0,0,0,3,1,0
892780963,Brooklin Paulista,2018-02-22,2018-04-19,56,4.0,4,1,2,2,2,2,0,2,0,0
892781242,Campo Belo,2018-03-02,2018-03-02,0,3.0,1,0,0,0,0,0,0,1,0,0
892781243,Higienópolis,2018-06-15,2018-06-15,0,4.0,1,0,0,0,0,0,0,0,1,0
892781389,Pinheiros,2018-08-21,2018-08-21,0,4.0,2,1,1,1,1,1,0,0,1,0
892781405,Vila Nova Conceição,2018-07-27,2018-07-27,0,5.0,1,1,1,1,0,1,0,0,0,0
892781444,Indianópolis,2018-02-23,2018-03-08,13,4.0,3,1,1,1,1,1,0,2,0,0
892781514,Campo Belo,2018-03-01,2018-03-07,6,5.0,1,1,1,1,0,1,0,0,0,0
892781524,Vila Olímpia,2018-07-31,2018-08-14,14,4.0,1,0,0,0,0,0,0,0,0,0
892781620,Vila Mariana,2018-04-02,2018-04-02,0,5.0,1,0,1,0,1,1,0,0,0,0
892781622,Vila Olímpia,2018-01-08,2018-01-08,0,5.0,1,1,0,0,0,0,0,0,0,0
892781632,Vila Mariana,2018-04-12,2018-04-12,0,4.0,1,0,0,0,0,0,0,1,1,0
892781694,Moema,2018-08-30,2018-08-30,0,5.0,1,1,1,1,1,1,0,0,0,0
892781701,Vila Olímpia,2018-01-16,2018-03-14,57,5.0,2,0,1,1,0,2,0,0,0,0
892781727,Vila Olímpia,2018-01-08,2018-01-08,0,5.0,1,0,0,0,0,1,0,0,0,0
892781744,Centro,2018-03-14,2018-06-18,96,5.0,2,1,1,2,1,1,0,0,0,0
892781823,Santa Cecília,2018-07-11,2018-07-17,6,3.5,2,0,0,0,0,1,0,1,0,0
892781839,Lapa de Baixo,2018-06-19,2018-06-22,3,,0,0,0,0,0,0,0,0,0,0
892781846,Bela Vista,2018-02-10,2018-03-22,40,5.0,2,1,2,1,1,2,0,0,0,0
892781880,Vila Olímpia,2018-01-15,2018-03-15,59,4.0,8,1,3,3,1,3,0,3,1,0
892781928,Vila Olímpia,2018-01-05,2018-01-16,11,5.0,2,0,1,0,2,2,0,0,0,0
892782008,Santo Amaro,2018-02-14,2018-02-14,0,5.0,1,0,1,1,1,1,0,0,0,0
892782012,Santo Amaro,2018-05-17,2018-06-01,15,4.0,1,0,0,0,0,0,0,1,0,0
892782041,Perdizes,2018-04-27,2018-05-19,22,2.5,2,0,0,0,0,0,0,2,1,0
892782198,Consolação,2018-01-06,2018-01-06,0,,0,0,0,0,0,0,0,0,0,0
892782221,Vila Industrial,2018-01-18,2018-01-18,0,3.0,1,0,0,0,0,0,1,1,1,1
892782318,Itaim Bibi,2018-06-09,2018-06-09,0,1.0,1,0,0,0,0,0,1,1,1,0
892782355,Vila Clementino,2018-04-06,2018-07-17,102,3.4,5,0,0,1,0,2,0,1,1,0
892782445,Vila do Encontro,2018-04-02,2018-04-02,0,5.0,1,0,1,1,0,1,0,0,0,0
892782462,Vila do Encontro,2018-07-17,2018-08-04,18,5.0,1,0,0,0,1,1,0,0,0,0
892782468,Vila do Encontro,2018-03-12,2018-08-27,168,3.0,3,0,0,0,0,0,0,3,1,0
892782474,Vila do Encontro,2018-06-30,2018-08-29,60,2.6666666666666665,3,0,0,0,0,0,2,1,0,0
892782476,Vila do Encontro,2018-08-29,2018-08-29,0,5.0,1,0,0,0,0,1,0,0,0,0
892782481,Vila do Encontro,2018-08-29,2018-08-29,0,4.0,1,0,0,0,0,0,1,0,0,0
892782505,Brooklin Paulista,2018-01-23,2018-01-27,4,4.0,2,0,0,1,0,0,0,1,0,0
892782555,Bela Vista,2018-03-01,2018-04-10,40,5.0,2,2,1,2,0,2,0,0,0,0
892782589,Centro,2018-01-11,2018-01-11,0,3.0,1,0,0,0,0,0,0,1,0,0
892782608,Vila Mariana,2018-07-28,2018-07-31,3,4.0,2,0,0,0,1,1,0,1,0,0
892782678,Pinheiros,2018-07-06,2018-07-06,0,5.0,1,0,1,1,1,1,0,0,0,0
892782730,Vila Leopoldina,2018-05-15,2018-05-15,0,5.0,1,1,1,1,0,0,0,0,0,0
892782755,Bela Vista,2018-08-28,2018-08-28,0,5.0,1,1,1,0,0,1,0,0,0,0
892782795,Vila Parque Jabaquara,2018-01-15,2018-01-15,0,5.0,1,0,1,1,1,1,0,0,0,0
892782823,Itaim Bibi,2018-03-08,2018-03-08,0,4.0,1,0,0,0,0,0,0,0,0,0
892782939,Vila Olímpia,2018-06-15,2018-08-28,74,4.6,10,2,6,3,2,6,0,2,0,0
892782942,Vila Olímpia,2018-07-27,2018-07-27,0,4.0,1,0,0,0,0,0,0,0,0,1
892782952,Vila Alexandria,2018-06-09,2018-06-09,0,5.0,1,0,0,0,0,1,0,0,0,0
892782992,Santa Cecília,2018-01-15,2018-02-22,38,4.0,3,1,0,0,1,1,1,0,1,1
892783032,Perdizes,2018-03-05,2018-04-19,45,3.5,2,0,0,0,0,0,0,2,1,0
892783043,Alto da Lapa,2018-08-04,2018-08-04,0,4.0,1,0,0,0,0,0,1,1,0,0
892783116,Consolação,2018-02-14,2018-02-14,0,,0,0,0,0,0,0,0,0,0,0
892783123,Indianópolis,2018-04-02,2018-04-02,0,5.0,1,0,1,1,0,1,0,0,0,0
892783138,Barra Funda,2018-01-27,2018-05-10,103,5.0,1,1,1,0,0,0,0,0,0,0
892783151,Bosque da Saúde,2018-07-21,2018-07-21,0,5.0,1,0,0,1,1,1,0,0,0,0
892783201,Bela Vista,2018-01-04,2018-03-12,67,3.3333333333333335,6,1,2,1,2,2,3,1,0,1
892783218,Consolação,2018-05-19,2018-05-19,0,4.0,1,0,0,0,0,0,0,0,1,0
892783221,Bela Vista,2018-01-04,2018-03-15,70,3.4,5,0,1,1,1,1,0,2,1,1
892783232,Saúde,2018-04-17,2018-04-17,0,5.0,1,0,1,1,0,1,0,0,0,0
892783261,Vila Mascote,2018-04-19,2018-04-19,0,5.0,1,0,1,1,1,1,0,0,0,0
892783344,Cidade Monções,2018-05-09,2018-05-09,0,,0,0,0,0,0,0,0,0,0,0
892783362,�gua Branca,2018-01-30,2018-01-30,0,5.0,1,0,1,0,1,0,0,0,0,0
892783370,Vila Alexandria,2018-06-09,2018-07-06,27,1.0,1,0,0,0,0,0,0,0,0,1
892783393,Pinheiros,2018-08-04,2018-08-04,0,,0,0,0,0,0,0,0,0,0,0
892783477,Nova Piraju,2018-02-22,2018-02-22,0,5.0,1,1,1,0,0,1,0,0,0,0
892783502,Vila Parque Jabaquara,2018-02-14,2018-04-04,49,3.5,4,0,1,1,1,1,0,2,1,1
892783511,Botafogo,2018-08-28,2018-08-28,0,5.0,1,1,1,1,1,1,0,0,0,0
892783513,Sumaré,2018-02-12,2018-04-30,77,4.0,2,0,0,1,0,0,0,1,0,0
892783547,Vila Mascote,2018-08-18,2018-08-18,0,4.5,2,0,0,1,0,1,0,1,0,0
892783585,Centro,2018-03-09,2018-03-09,0,2.0,1,0,0,0,0,0,0,0,0,0
892783652,Vila Alexandria,2018-03-29,2018-08-20,144,4.333333333333333,3,1,0,1,2,1,0,1,0,0
892783653,Vila Mariana,2018-07-03,2018-07-03,0,5.0,1,0,0,1,0,0,0,0,0,0
892783673,Vila Nova Conceição,2018-08-25,2018-08-25,0,2.0,1,0,0,0,0,0,0,1,0,0
892783675,Vila Nova Conceição,2018-08-25,2018-08-25,0,2.0,1,0,0,0,0,0,0,1,0,0
892783735,Vila Mariana,2018-06-18,2018-06-18,0,3.0,1,0,0,0,0,0,0,1,0,0
892783748,Vila Guarani (z Sul),2018-01-04,2018-01-18,14,5.0,2,0,0,1,1,1,0,0,0,0
892783769,Brooklin Paulista,2018-08-27,2018-08-30,3,5.0,2,0,0,0,1,2,0,0,0,0
892783787,Jardim das Acácias,2018-05-09,2018-08-23,106,4.0,3,0,0,1,0,1,0,2,1,1
892783805,Bela Vista,2018-07-13,2018-08-23,41,5.0,2,0,0,1,1,2,0,0,0,0
892783834,Vila Clementino,2018-02-06,2018-02-06,0,4.0,1,0,0,0,0,0,0,0,0,0
892783847,Chácara Santo Antônio,2018-03-29,2018-03-29,0,,0,0,0,0,0,0,0,0,0,0
892783890,Jardim Paulista,2018-07-23,2018-08-04,12,3.5,2,0,0,0,0,0,0,0,1,0
892783933,Pinheiros,2018-05-22,2018-06-09,18,5.0,1,1,1,1,0,1,0,0,0,0
892784044,Brooklin Paulista,2018-02-12,2018-02-14,2,3.3333333333333335,3,1,1,0,1,1,0,2,1,0
892784106,Vila Pompéia,2018-08-04,2018-08-18,14,4.0,2,1,0,0,0,0,1,0,0,0
892784132,Bela Vista,2018-03-02,2018-04-02,31,3.5714285714285716,7,0,2,2,1,3,2,0,3,0
892784240,Santa Cecília,2018-04-25,2018-04-25,0,3.0,1,0,0,0,0,0,0,1,0,0
892784248,Sumarezinho,2018-08-20,2018-08-20,0,5.0,1,0,0,0,0,1,0,0,0,0
892784251,Vila Buarque,2018-03-09,2018-03-09,0,5.0,1,0,0,1,0,0,0,0,0,0
892784322,Bosque da Saúde,2018-02-12,2018-03-15,31,5.0,1,0,1,1,1,1,0,0,0,0
892784325,Barra Funda,2018-03-02,2018-04-04,33,5.0,1,1,1,1,1,1,0,0,0,0
892784345,Brooklin Paulista,2018-05-24,2018-05-24,0,,0,0,0,0,0,0,0,0,0,0
892784430,Sumaré,2018-04-04,2018-07-27,114,4.333333333333333,3,1,1,2,1,1,0,1,0,0
892784459,Consolação,2018-05-19,2018-06-05,17,4.5,2,1,1,1,1,1,0,0,1,0
892784667,Bela Vista,2018-07-21,2018-07-21,0,5.0,1,1,1,1,0,0,0,0,0,0
892784688,Bela Vista,2018-03-03,2018-03-03,0,5.0,1,1,1,1,1,1,0,0,0,0
892784744,Vila Mariana,2018-07-27,2018-07-27,0,5.0,2,0,1,2,2,2,0,0,0,0
892784768,Vila Uberabinha,2018-01-04,2018-01-04,0,3.0,1,0,0,0,0,0,0,1,1,0
892784782,Bela Vista,2018-01-16,2018-02-06,21,5.0,2,2,1,1,1,0,0,0,0,0
892784820,Pinheiros,2018-04-04,2018-04-23,19,5.0,2,1,0,1,0,2,0,0,0,0
892784908,Indianópolis,2018-07-27,2018-07-28,1,,0,0,0,0,0,0,0,0,0,0
892784910,Cambuí,2018-02-06,2018-02-06,0,1.0,1,0,0,0,0,0,0,1,0,1
892784913,Bela Vista,2018-04-30,2018-05-09,9,3.6666666666666665,3,0,1,0,0,0,0,1,1,0
892784922,Brooklin Paulista,2018-07-13,2018-07-19,6,5.0,2,1,1,2,1,1,0,0,0,0
892784961,Itaim Bibi,2018-06-30,2018-08-18,49,3.0,2,0,0,0,0,0,0,1,1,0
892784984,Bela Vista,2018-01-04,2018-01-23,19,4.5,2,0,0,0,0,1,0,0,0,0
892784987,�gua Branca,2018-03-15,2018-03-15,0,5.0,1,1,1,1,1,1,0,0,0,0
892785106,Brooklin Paulista,2018-02-07,2018-06-25,138,3.4,5,1,1,1,1,1,0,4,2,0
892785173,Consolação,2018-08-25,2018-08-28,3,5.0,2,0,1,0,0,2,0,0,0,0
892785188,Consolação,2018-06-30,2018-06-30,0,4.0,1,0,0,0,0,0,1,0,0,0
892785200,Lapa,2018-04-23,2018-04-27,4,5.0,2,1,2,2,1,2,0,0,0,0
892785203,Perdizes,2018-06-15,2018-06-15,0,5.0,1,1,1,1,1,1,0,0,0,0
892785270,Tatuapé,2018-05-02,2018-05-02,0,,0,0,0,0,0,0,0,0,0,0
892785311,Brooklin Paulista,2018-03-02,2018-04-19,48,5.0,1,1,1,1,0,1,0,0,0,0
892785319,Consolação,2018-06-19,2018-08-20,62,4.0,4,0,0,1,0,0,0,1,0,1
892785320,Bela Vista,2018-07-11,2018-08-28,48,4.5,2,0,0,0,0,1,0,1,0,0
892785377,Liberdade,2018-03-09,2018-04-23,45,3.0,2,0,0,0,0,0,2,0,0,0
892785399,Pinheiros,2018-08-04,2018-08-04,0,5.0,1,0,0,0,0,1,0,0,0,0
892785411,Barra Funda,2018-02-28,2018-02-28,0,2.0,1,0,0,0,0,0,0,1,0,0
892785525,Perdizes,2018-08-20,2018-08-20,0,5.0,1,0,1,0,0,1,0,0,0,0
892785650,Santa Cecília,2018-03-15,2018-08-20,158,5.0,3,2,2,2,0,1,0,0,0,0
892785703,Cerqueira César,2018-02-22,2018-02-22,0,5.0,1,1,1,1,1,1,0,0,0,0
892785704,Perdizes,2018-06-30,2018-07-11,11,3.0,2,0,0,0,0,0,1,1,1,0
892785710,Bela Vista,2018-02-22,2018-02-26,4,3.5,2,0,0,0,0,0,0,2,0,0
892785788,Alto da Lapa,2018-02-12,2018-04-30,77,2.6666666666666665,3,0,0,0,0,0,1,1,0,0
892785898,Brooklin Paulista,2018-01-04,2018-01-04,0,,0,0,0,0,0,0,0,0,0,0
892785906,Vila Mariana,2018-04-10,2018-04-10,0,3.0,1,0,0,0,0,0,0,1,0,0
892785909,Bela Vista,2018-01-15,2018-01-16,1,4.666666666666667,3,2,2,1,2,2,0,0,1,0
892785961,Mirandópolis,2018-05-17,2018-06-09,23,4.333333333333333,3,0,1,2,1,2,0,0,0,0
892785967,Consolação,2018-04-12,2018-04-17,5,5.0,2,1,2,0,0,2,0,0,0,0
892786019,Centro,2018-01-12,2018-01-12,0,4.0,1,0,0,0,0,0,0,1,0,0
892786056,Vila Leopoldina,2018-04-04,2018-04-30,26,4.666666666666667,3,1,2,2,2,2,0,0,0,0
892786093,Vila Leopoldina,2018-05-10,2018-07-28,79,4.444444444444445,9,2,3,4,2,3,2,2,0,0
892786136,Sumaré,2018-04-14,2018-06-19,66,2.142857142857143,7,0,1,1,1,1,0,6,0,0
892786154,Jardim das Acácias,2018-06-30,2018-06-30,0,5.0,1,1,1,1,1,1,0,0,0,0
892786185,Sumaré,2018-08-21,2018-08-21,0,4.0,1,0,0,0,0,0,1,0,0,0
892786195,Centro,2018-04-06,2018-04-06,0,5.0,1,1,1,1,0,1,0,0,0,0
892786214,Vila do Encontro,2018-08-16,2018-08-16,0,,0,0,0,0,0,0,0,0,0,0
892786216,Vila do Encontro,2018-07-03,2018-07-03,0,,0,0,0,0,0,0,0,0,0,0
892786218,Vila do Encontro,2018-08-16,2018-08-16,0,5.0,1,1,1,1,1,0,0,0,0,0
892786245,Bela Vista,2018-04-04,2018-04-04,0,,0,0,0,0,0,0,0,0,0,0
892786274,Vila Uberabinha,2018-01-11,2018-01-11,0,,0,0,0,0,0,0,0,0,0,0
892786312,Alto da Lapa,2018-06-09,2018-06-09,0,3.0,1,0,0,0,0,0,0,1,0,0
892786342,Bela Vista,2018-06-07,2018-06-15,8,4.0,2,1,0,0,1,1,1,1,0,0
892786358,Chácara Inglesa,2018-07-12,2018-07-19,7,5.0,2,2,1,2,2,2,0,0,0,0
892786392,Brooklin Paulista,2018-04-17,2018-05-24,37,4.5,2,0,0,1,1,1,0,0,1,0
892786397,Consolação,2018-08-04,2018-08-16,12,4.333333333333333,3,1,1,1,1,2,1,1,0,0
892786420,Consolação,2018-01-15,2018-04-04,79,3.0,2,0,0,0,0,0,0,1,0,0
892786582,Consolação,2018-03-21,2018-03-21,0,5.0,1,1,1,0,0,1,0,0,0,0
892786658,Perdizes,2018-03-12,2018-03-15,3,5.0,1,0,1,0,0,1,0,0,0,0
892786684,Liberdade,2018-06-09,2018-06-09,0,5.0,1,0,0,1,0,1,0,0,0,0
892786924,Vila Clementino,2018-07-03,2018-07-03,0,,0,0,0,0,0,0,0,0,0,0
892786931,Perdizes,2018-06-13,2018-07-03,20,5.0,2,1,1,0,0,2,0,0,0,0
892786951,Consolação,2018-04-12,2018-04-12,0,5.0,1,0,0,0,0,1,0,0,0,0
892786977,Brooklin Paulista,2018-07-19,2018-08-25,37,2.5,2,0,0,0,0,0,0,1,1,0
892787029,Consolação,2018-03-05,2018-05-29,85,4.666666666666667,3,1,2,0,0,0,0,0,0,0
